,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_N,Embarked_Q,Embarked_S,Survived
31,0.36792055349407915,0.125,0.0,0.2859895551532101,True,False,False,True,False,True,False,False,False,1
32,0.36792055349407915,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,False,True,False,1
33,0.8240764011058055,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,False,True,0
34,0.34656948982156316,0.125,0.0,0.16038672010106003,True,False,False,False,True,True,False,False,False,0
35,0.5224930887157577,0.125,0.0,0.10149724044618187,True,False,False,False,True,False,False,False,True,0
36,0.36792055349407915,0.0,0.0,0.014110458666029575,False,False,True,False,True,True,False,False,False,1
37,0.2586076903744659,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,0
38,0.22090977632571,0.25,0.0,0.03513366015444757,False,False,True,True,False,False,False,False,True,0
39,0.17064589092736868,0.125,0.0,0.021942337075458514,False,False,True,True,False,True,False,False,False,1
40,0.49736114601658704,0.125,0.0,0.018493968331299484,False,False,True,True,False,False,False,False,True,0
41,0.33400351847197784,0.125,0.0,0.04098927018018883,False,True,False,True,False,False,False,False,True,0
42,0.36792055349407915,0.0,0.0,0.015411575213749286,False,False,True,False,True,True,False,False,False,0
43,0.032420206081930136,0.125,0.3333333333333333,0.08115719346076702,False,True,False,True,False,True,False,False,False,1
44,0.2334757476752953,0.0,0.0,0.01537917417160685,False,False,True,True,False,False,False,True,False,1
45,0.36792055349407915,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,0
46,0.36792055349407915,0.125,0.0,0.030253985132996517,False,False,True,False,True,False,False,True,False,0
47,0.36792055349407915,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,False,True,False,1
48,0.36792055349407915,0.25,0.0,0.04231498029001666,False,False,True,False,True,True,False,False,False,0
49,0.22090977632571,0.125,0.0,0.034743286152731485,False,False,True,True,False,False,False,False,True,0
50,0.08268409148027142,0.5,0.16666666666666666,0.07746484096553544,False,False,True,False,True,False,False,False,True,0
51,0.2586076903744659,0.0,0.0,0.01522458606692728,False,False,True,False,True,False,False,False,True,0
52,0.610454888162855,0.125,0.0,0.1497654242623688,True,False,False,True,False,True,False,False,False,1
53,0.35913546117114853,0.125,0.0,0.050748620223090936,False,True,False,True,False,False,False,False,True,1
54,0.8115104297562202,0.0,0.16666666666666666,0.1209753416358076,True,False,False,False,True,True,False,False,False,0
55,0.36792055349407915,0.0,0.0,0.06929138530460494,True,False,False,False,True,False,False,False,True,1
56,0.2586076903744659,0.0,0.0,0.020494635090094415,False,True,False,True,False,False,False,False,True,1
57,0.35285247549635584,0.0,0.0,0.014110458666029575,False,False,True,False,True,True,False,False,False,0
58,0.05755214878110078,0.125,0.3333333333333333,0.05416439273810667,False,True,False,True,False,False,False,False,True,1
59,0.1329479768786127,0.625,0.3333333333333333,0.09154270340242172,False,False,True,False,True,False,False,False,True,0
60,0.2711736617240512,0.0,0.0,0.014110458666029575,False,False,True,False,True,True,False,False,False,0
61,0.4722292033174164,0.0,0.0,0.15614960068643363,True,False,False,True,False,False,True,False,False,1
62,0.5601910027645137,0.125,0.0,0.16293234896625058,True,False,False,False,True,False,False,False,True,0
63,0.04498617743151546,0.375,0.3333333333333333,0.05445717323939373,False,False,True,False,True,False,False,False,True,0
64,0.36792055349407915,0.0,0.0,0.05410739813385612,True,False,False,False,True,True,False,False,False,0
65,0.36792055349407915,0.125,0.16666666666666666,0.029757819776815374,False,False,True,False,True,True,False,False,False,1
66,0.35913546117114853,0.0,0.0,0.020494635090094415,False,True,False,True,False,False,False,False,True,1
67,0.2334757476752953,0.0,0.0,0.015923941091001644,False,False,True,False,True,False,False,False,True,0
68,0.20834380497612465,0.5,0.3333333333333333,0.015468569817999833,False,False,True,True,False,False,False,False,True,1
69,0.32143754712239253,0.25,0.0,0.016908073949327893,False,False,True,False,True,False,False,False,True,0
70,0.39683337521990447,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,False,True,0
71,0.19577783362653933,0.625,0.3333333333333333,0.09154270340242172,False,False,True,True,False,False,False,False,True,0
72,0.2586076903744659,0.0,0.0,0.1434624456306609,False,True,False,False,True,False,False,False,True,0
73,0.32143754712239253,0.125,0.0,0.028212719478023115,False,False,True,False,True,True,False,False,False,0
74,0.39683337521990447,0.0,0.0,0.11027245763075773,False,False,True,False,True,False,False,False,True,1
75,0.3088715757728072,0.0,0.0,0.014931805565640218,False,False,True,False,True,False,False,False,True,0
76,0.36792055349407915,0.0,0.0,0.015411575213749286,False,False,True,False,True,False,False,False,True,0
77,0.36792055349407915,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,0
78,0.005152048253329982,0.0,0.3333333333333333,0.056604230248832196,False,True,False,False,True,False,False,False,True,1
79,0.37170143252073384,0.0,0.0,0.024349578357040744,False,False,True,True,False,False,False,False,True,1
80,0.2711736617240512,0.0,0.0,0.017566830077223785,False,False,True,False,True,False,False,False,True,0
81,0.35913546117114853,0.0,0.0,0.018542765081513996,False,False,True,False,True,False,False,False,True,1
82,0.36792055349407915,0.0,0.0,0.015200187691820024,False,False,True,True,False,False,False,True,False,1
83,0.34656948982156316,0.0,0.0,0.09193307740413781,True,False,False,False,True,False,False,False,True,0
84,0.20834380497612465,0.0,0.0,0.020494635090094415,False,True,False,True,False,False,False,False,True,1
85,0.4093993465694898,0.375,0.0,0.030937139635999665,False,False,True,True,False,False,False,False,True,1
86,0.19577783362653933,0.125,0.5,0.06709553154495196,False,False,True,False,True,False,False,False,True,0
87,0.36792055349407915,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,0
88,0.2837396330736366,0.375,0.3333333333333333,0.5133418122566507,True,False,False,True,False,False,False,False,True,1
89,0.2963056044232219,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,0
90,0.35913546117114853,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,0
91,0.24604171902488062,0.0,0.0,0.015330377421392339,False,False,True,False,True,False,False,False,True,0
92,0.5727569741140991,0.125,0.0,0.11940564777490723,True,False,False,False,True,False,False,False,True,0
93,0.32143754712239253,0.125,0.3333333333333333,0.04015972542654215,False,False,True,False,True,False,False,False,True,0
94,0.7361146016587082,0.0,0.0,0.014151057562208049,False,False,True,False,True,False,False,False,True,0
95,0.36792055349407915,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,0
96,0.8869062578537321,0.0,0.0,0.06764049365134761,True,False,False,False,True,True,False,False,False,0
97,0.2837396330736366,0.0,0.16666666666666666,0.12366716556464086,True,False,False,False,True,True,False,False,False,1
98,0.4219653179190751,0.0,0.16666666666666666,0.044893010197349675,False,True,False,True,False,False,False,False,True,1
99,0.4219653179190751,0.125,0.0,0.050748620223090936,False,True,False,False,True,False,False,False,True,0
100,0.34656948982156316,0.0,0.0,0.015411575213749286,False,False,True,True,False,False,False,False,True,0
101,0.36792055349407915,0.0,0.0,0.015411575213749286,False,False,True,False,True,False,False,False,True,0
102,0.2586076903744659,0.0,0.16666666666666666,0.15085515328815924,True,False,False,False,True,False,False,False,True,0
103,0.4093993465694898,0.0,0.0,0.016891873428256675,False,False,True,False,True,False,False,False,True,0
104,0.4596632319678311,0.25,0.0,0.015468569817999833,False,False,True,False,True,False,False,False,True,0
105,0.34656948982156316,0.0,0.0,0.015411575213749286,False,False,True,False,True,False,False,False,True,0
106,0.2586076903744659,0.0,0.0,0.014931805565640218,False,False,True,True,False,False,False,False,True,1
107,0.36792055349407915,0.0,0.0,0.015175789316712771,False,False,True,False,True,False,False,False,True,1
108,0.4722292033174164,0.0,0.0,0.015411575213749286,False,False,True,False,True,False,False,False,True,0
109,0.36792055349407915,0.125,0.0,0.04713766070721715,False,False,True,True,False,False,False,True,False,1
110,0.5853229454636844,0.0,0.0,0.10149724044618187,True,False,False,False,True,False,False,False,True,0
111,0.17692887660216136,0.125,0.0,0.028212719478023115,False,False,True,True,False,True,False,False,False,0
112,0.2711736617240512,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,0
113,0.24604171902488062,0.125,0.0,0.019177122834302632,False,False,True,True,False,False,False,False,True,0
114,0.20834380497612465,0.0,0.0,0.028220722145058292,False,False,True,True,False,True,False,False,False,0
115,0.2586076903744659,0.0,0.0,0.015468569817999833,False,False,True,False,True,False,False,False,True,0
116,0.8806232721789394,0.0,0.0,0.015126992566498259,False,False,True,False,True,False,False,True,False,0
117,0.35913546117114853,0.125,0.0,0.04098927018018883,False,True,False,False,True,False,False,False,True,0
118,0.2963056044232219,0.0,0.16666666666666666,0.4831284260198326,True,False,False,False,True,True,False,False,False,0
119,0.01985423473234481,0.5,0.3333333333333333,0.06104473451835265,False,False,True,True,False,False,False,False,True,0
120,0.2586076903744659,0.25,0.0,0.1434624456306609,False,True,False,False,True,False,False,False,True,0
121,0.36792055349407915,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,0
122,0.40311636089469716,0.125,0.0,0.058694292654020104,False,True,False,False,True,True,False,False,False,0
123,0.40311636089469716,0.0,0.0,0.025374310111545468,False,True,False,True,False,False,False,False,True,1
124,0.6732847449107816,0.0,0.16666666666666666,0.15085515328815924,True,False,False,False,True,False,False,False,True,0
125,0.14551394822819805,0.125,0.0,0.021942337075458514,False,False,True,False,True,True,False,False,False,1
126,0.36792055349407915,0.0,0.0,0.015126992566498259,False,False,True,False,True,False,False,True,False,0
127,0.2963056044232219,0.0,0.0,0.01393967004027879,False,False,True,False,True,False,False,False,True,1
128,0.36792055349407915,0.125,0.16666666666666666,0.04364049521284362,False,False,True,True,False,True,False,False,False,1
129,0.5601910027645137,0.0,0.0,0.013614293309848433,False,False,True,False,True,False,False,False,True,0
130,0.4093993465694898,0.0,0.0,0.015411575213749286,False,False,True,False,True,True,False,False,False,0
131,0.24604171902488062,0.0,0.0,0.013760683560491965,False,False,True,False,True,False,False,False,True,0
132,0.5853229454636844,0.125,0.0,0.028302115124416098,False,False,True,True,False,False,False,False,True,0
133,0.35913546117114853,0.125,0.0,0.050748620223090936,False,True,False,True,False,False,False,False,True,1
134,0.3088715757728072,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,False,True,0
135,0.2837396330736366,0.0,0.0,0.02936744577509929,False,True,False,False,True,True,False,False,False,0
136,0.2334757476752953,0.0,0.3333333333333333,0.051301584996521765,True,False,False,True,False,False,False,False,True,1
137,0.4596632319678311,0.125,0.0,0.10364429745562033,True,False,False,False,True,False,False,False,True,0
138,0.19577783362653933,0.0,0.0,0.01798980030808316,False,False,True,False,True,False,False,False,True,0
139,0.2963056044232219,0.0,0.0,0.15458810467956932,True,False,False,False,True,True,False,False,False,0
140,0.36792055349407915,0.0,0.3333333333333333,0.029757819776815374,False,False,True,True,False,True,False,False,False,0
141,0.2711736617240512,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,False,False,True,1
142,0.2963056044232219,0.125,0.0,0.030937139635999665,False,False,True,True,False,False,False,False,True,1
143,0.2334757476752953,0.0,0.0,0.013175122557917838,False,False,True,False,True,False,False,True,False,0
144,0.22090977632571,0.0,0.0,0.022446505098674838,False,True,False,False,True,False,False,False,True,0
145,0.2334757476752953,0.125,0.16666666666666666,0.07173122281533045,False,True,False,False,True,False,False,False,True,0
146,0.33400351847197784,0.0,0.0,0.015216388212891242,False,False,True,False,True,False,False,False,True,1
147,0.10781603417944208,0.25,0.3333333333333333,0.06709553154495196,False,False,True,True,False,False,False,False,True,0
148,0.4533802462930384,0.0,0.3333333333333333,0.050748620223090936,False,True,False,False,True,False,False,False,True,0
149,0.5224930887157577,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,False,True,0
150,0.6355868308620256,0.0,0.0,0.02444717185746977,False,True,False,False,True,False,False,False,True,0
151,0.2711736617240512,0.125,0.0,0.12999454257145598,True,False,False,True,False,False,False,False,True,1
152,0.6921337019351597,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,0
153,0.5036441316913798,0.0,0.3333333333333333,0.028302115124416098,False,False,True,False,True,False,False,False,True,0
154,0.36792055349407915,0.0,0.0,0.014273049437744325,False,False,True,False,True,False,False,False,True,0
155,0.6355868308620256,0.0,0.16666666666666666,0.11980421963065935,True,False,False,False,True,True,False,False,False,0
156,0.19577783362653933,0.0,0.0,0.015094396337354966,False,False,True,True,False,False,False,True,False,1
157,0.37170143252073384,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,0
158,0.36792055349407915,0.0,0.0,0.016908073949327893,False,False,True,False,True,False,False,False,True,0
159,0.36792055349407915,1.0,0.3333333333333333,0.13575255909676825,False,False,True,False,True,False,False,False,True,0
160,0.5476250314149284,0.0,0.16666666666666666,0.031425107138144774,False,False,True,False,True,False,False,False,True,0
161,0.49736114601658704,0.0,0.0,0.030741952635141623,False,True,False,True,False,False,False,False,True,1
162,0.32143754712239253,0.0,0.0,0.015175789316712771,False,False,True,False,True,False,False,False,True,0
163,0.20834380497612465,0.0,0.0,0.016908073949327893,False,False,True,False,True,False,False,False,True,0
164,0.007288263382759488,0.5,0.16666666666666666,0.07746484096553544,False,False,True,False,True,False,False,False,True,0
165,0.10781603417944208,0.0,0.3333333333333333,0.04006213192611313,False,False,True,False,True,False,False,False,True,1
166,0.36792055349407915,0.0,0.16666666666666666,0.10735285047192313,True,False,False,True,False,False,False,False,True,1
167,0.5601910027645137,0.125,0.6666666666666666,0.05445717323939373,False,False,True,True,False,False,False,False,True,0
168,0.36792055349407915,0.0,0.0,0.050602229972447406,True,False,False,False,True,False,False,False,True,0
169,0.34656948982156316,0.0,0.0,0.11027245763075773,False,False,True,False,True,False,False,False,True,0
170,0.7612465443578789,0.0,0.0,0.06538764528744409,True,False,False,False,True,False,False,False,True,0
171,0.04498617743151546,0.5,0.16666666666666666,0.05684821399990475,False,False,True,False,True,False,False,True,False,0
172,0.007288263382759488,0.125,0.16666666666666666,0.021730754366528396,False,False,True,True,False,False,False,False,True,1
173,0.2586076903744659,0.0,0.0,0.015468569817999833,False,False,True,False,True,False,False,False,True,0
174,0.6984166876099522,0.0,0.0,0.05991421140938287,True,False,False,False,True,True,False,False,False,0
175,0.22090977632571,0.125,0.16666666666666666,0.015330377421392339,False,False,True,False,True,False,False,False,True,0
176,0.36792055349407915,0.375,0.16666666666666666,0.049707687947515,False,False,True,False,True,False,False,False,True,0
177,0.6230208595124404,0.0,0.0,0.05604306762136532,True,False,False,True,False,True,False,False,False,0
178,0.37170143252073384,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,False,True,0
179,0.4470972606182458,0.0,0.0,0.0,False,False,True,False,True,False,False,False,True,0
180,0.36792055349407915,1.0,0.3333333333333333,0.13575255909676825,False,False,True,True,False,False,False,False,True,0
181,0.36792055349407915,0.0,0.0,0.02937564362913533,False,True,False,False,True,True,False,False,False,0
182,0.10781603417944208,0.5,0.3333333333333333,0.06126431989431795,False,False,True,False,True,False,False,False,True,0
183,0.007288263382759488,0.25,0.16666666666666666,0.07612293033463641,False,True,False,False,True,False,False,False,True,1
184,0.04498617743151546,0.0,0.3333333333333333,0.04298993693898376,False,False,True,True,False,False,False,False,True,1
185,0.36792055349407915,0.0,0.0,0.09759350042902103,True,False,False,False,True,False,False,False,True,0
186,0.36792055349407915,0.125,0.0,0.030253985132996517,False,False,True,True,False,False,False,True,False,1
187,0.5601910027645137,0.0,0.0,0.051822148727810165,True,False,False,False,True,False,False,False,True,1
188,0.49736114601658704,0.125,0.16666666666666666,0.030253985132996517,False,False,True,False,True,False,False,True,False,0
189,0.4470972606182458,0.0,0.0,0.015411575213749286,False,False,True,False,True,False,False,False,True,0
190,0.39683337521990447,0.0,0.0,0.025374310111545468,False,True,False,True,False,False,False,False,True,1
191,0.2334757476752953,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,False,True,0
192,0.2334757476752953,0.125,0.0,0.015330377421392339,False,False,True,True,False,False,False,False,True,1
193,0.032420206081930136,0.125,0.16666666666666666,0.050748620223090936,False,True,False,False,True,False,False,False,True,1
194,0.5476250314149284,0.0,0.0,0.05410739813385612,True,False,False,True,False,True,False,False,False,1
195,0.723548630309123,0.0,0.0,0.2859895551532101,True,False,False,True,False,True,False,False,False,1
196,0.36792055349407915,0.0,0.0,0.015126992566498259,False,False,True,False,True,False,False,True,False,0
197,0.5224930887157577,0.0,0.16666666666666666,0.01640390592611157,False,False,True,False,True,False,False,False,True,0
198,0.36792055349407915,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,False,True,False,1
199,0.2963056044232219,0.0,0.0,0.025374310111545468,False,True,False,True,False,False,False,False,True,0
200,0.34656948982156316,0.0,0.0,0.018542765081513996,False,False,True,False,True,False,False,False,True,0
201,0.36792055349407915,1.0,0.3333333333333333,0.13575255909676825,False,False,True,False,True,False,False,False,True,0
202,0.4219653179190751,0.0,0.0,0.012678957201736696,False,False,True,False,True,False,False,False,True,0
203,0.5664739884393064,0.0,0.0,0.014102260811993537,False,False,True,False,True,True,False,False,False,0
204,0.22090977632571,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,1
205,0.01985423473234481,0.0,0.16666666666666666,0.02042143996477265,False,False,True,True,False,False,False,False,True,0
206,0.39683337521990447,0.125,0.0,0.030937139635999665,False,False,True,False,True,False,False,False,True,0
207,0.32143754712239253,0.0,0.0,0.036670757786204655,False,False,True,False,True,True,False,False,False,1
208,0.19577783362653933,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,False,True,False,1
209,0.49736114601658704,0.0,0.0,0.060507970265993034,True,False,False,False,True,True,False,False,False,1
210,0.2963056044232219,0.0,0.0,0.013760683560491965,False,False,True,False,True,False,False,False,True,0
211,0.4345312892686604,0.0,0.0,0.04098927018018883,False,True,False,True,False,False,False,False,True,1
212,0.2711736617240512,0.0,0.0,0.014151057562208049,False,False,True,False,True,False,False,False,True,0
213,0.37170143252073384,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,False,True,0
214,0.36792055349407915,0.125,0.0,0.015126992566498259,False,False,True,False,True,False,False,True,False,0
215,0.38426740387031916,0.125,0.0,0.22109807522194713,True,False,False,True,False,True,False,False,False,1
216,0.33400351847197784,0.0,0.0,0.015468569817999833,False,False,True,True,False,False,False,False,True,1
217,0.5224930887157577,0.125,0.0,0.05270049023167135,False,True,False,False,True,False,False,False,True,0
218,0.39683337521990447,0.0,0.0,0.14891148113361488,True,False,False,True,False,True,False,False,False,1
219,0.37170143252073384,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,False,True,0
220,0.19577783362653933,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,1
221,0.33400351847197784,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,False,True,0
222,0.6355868308620256,0.0,0.0,0.015712553569072387,False,False,True,False,True,False,False,False,True,0
223,0.36792055349407915,0.0,0.0,0.015411575213749286,False,False,True,False,True,False,False,False,True,0
224,0.4722292033174164,0.125,0.0,0.17566830077223786,True,False,False,False,True,False,False,False,True,1
225,0.2711736617240512,0.0,0.0,0.018249984580226933,False,False,True,False,True,False,False,False,True,0
226,0.2334757476752953,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,False,True,1
227,0.2523247046996733,0.0,0.0,0.014151057562208049,False,False,True,False,True,False,False,False,True,0
228,0.22090977632571,0.0,0.0,0.025374310111545468,False,True,False,False,True,False,False,False,True,0
229,0.36792055349407915,0.375,0.16666666666666666,0.049707687947515,False,False,True,True,False,False,False,False,True,0
230,0.4345312892686604,0.125,0.0,0.16293234896625058,True,False,False,True,False,False,False,False,True,1
231,0.35913546117114853,0.0,0.0,0.015175789316712771,False,False,True,False,True,False,False,False,True,0
232,0.7361146016587082,0.0,0.0,0.026350245115835676,False,True,False,False,True,False,False,False,True,0
233,0.05755214878110078,0.5,0.3333333333333333,0.06126431989431795,False,False,True,True,False,False,False,False,True,1
234,0.2963056044232219,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,False,True,0
235,0.36792055349407915,0.0,0.0,0.014736618564782174,False,False,True,True,False,False,False,False,True,0
236,0.5476250314149284,0.125,0.0,0.050748620223090936,False,True,False,False,True,False,False,False,True,0
237,0.09525006282985675,0.0,0.3333333333333333,0.05123658772523604,False,True,False,True,False,False,False,False,True,1
238,0.2334757476752953,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,False,True,0
239,0.4093993465694898,0.0,0.0,0.023959204355324663,False,True,False,False,True,False,False,False,True,0
240,0.36792055349407915,0.125,0.0,0.028212719478023115,False,False,True,True,False,True,False,False,False,0
241,0.36792055349407915,0.125,0.0,0.030253985132996517,False,False,True,True,False,False,False,True,False,1
242,0.35913546117114853,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,False,True,0
243,0.2711736617240512,0.0,0.0,0.013907073811135496,False,False,True,False,True,False,False,False,True,0
244,0.37170143252073384,0.0,0.0,0.014102260811993537,False,False,True,False,True,True,False,False,False,0
245,0.5476250314149284,0.25,0.0,0.17566830077223786,True,False,False,False,True,False,False,True,False,0
246,0.3088715757728072,0.0,0.0,0.015175789316712771,False,False,True,True,False,False,False,False,True,0
247,0.2963056044232219,0.0,0.3333333333333333,0.028302115124416098,False,True,False,True,False,False,False,False,True,1
248,0.4596632319678311,0.125,0.16666666666666666,0.10257896680493714,True,False,False,False,True,False,False,False,True,1
249,0.6732847449107816,0.125,0.0,0.050748620223090936,False,True,False,False,True,False,False,False,True,0
250,0.36792055349407915,0.0,0.0,0.014151057562208049,False,False,True,False,True,False,False,False,True,0
251,0.35913546117114853,0.125,0.16666666666666666,0.02042143996477265,False,False,True,True,False,False,False,False,True,0
252,0.7738125157074642,0.0,0.0,0.051822148727810165,True,False,False,False,True,False,False,False,True,0
253,0.37170143252073384,0.125,0.0,0.031425107138144774,False,False,True,False,True,False,False,False,True,0
254,0.5099271173661725,0.0,0.3333333333333333,0.039452172548431745,False,False,True,True,False,False,False,False,True,0
255,0.35913546117114853,0.0,0.3333333333333333,0.029757819776815374,False,False,True,True,False,True,False,False,False,1
256,0.36792055349407915,0.0,0.0,0.15458810467956932,True,False,False,True,False,True,False,False,False,1
257,0.37170143252073384,0.0,0.0,0.16883675574220638,True,False,False,True,False,False,False,False,True,1
258,0.4345312892686604,0.0,0.0,1.0,True,False,False,True,False,True,False,False,False,1
259,0.6230208595124404,0.0,0.16666666666666666,0.050748620223090936,False,True,False,True,False,False,False,False,True,1
260,0.36792055349407915,0.0,0.0,0.015126992566498259,False,False,True,False,True,False,False,True,False,0
261,0.032420206081930136,0.5,0.3333333333333333,0.06126431989431795,False,False,True,False,True,False,False,False,True,1
262,0.648152802211611,0.125,0.16666666666666666,0.1554664461834305,True,False,False,False,True,False,False,False,True,0
263,0.49736114601658704,0.0,0.0,0.0,True,False,False,False,True,False,False,False,True,0
264,0.36792055349407915,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,False,True,False,0
265,0.4470972606182458,0.0,0.0,0.020494635090094415,False,True,False,False,True,False,False,False,True,0
266,0.19577783362653933,0.5,0.16666666666666666,0.07746484096553544,False,False,True,False,True,False,False,False,True,0
267,0.3088715757728072,0.125,0.0,0.015175789316712771,False,False,True,False,True,False,False,False,True,1
268,0.723548630309123,0.0,0.16666666666666666,0.2995388511917728,True,False,False,True,False,False,False,False,True,1
269,0.4345312892686604,0.0,0.0,0.2647385704347907,True,False,False,True,False,False,False,False,True,1
270,0.36792055349407915,0.0,0.0,0.060507970265993034,True,False,False,False,True,False,False,False,True,0
271,0.3088715757728072,0.0,0.0,0.0,False,False,True,False,True,False,False,False,True,1
272,0.5099271173661725,0.0,0.16666666666666666,0.038061465167318204,False,True,False,True,False,False,False,False,True,1
273,0.4596632319678311,0.0,0.16666666666666666,0.057970539254838485,True,False,False,False,True,True,False,False,False,0
274,0.36792055349407915,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,False,True,False,1
275,0.7863784870570495,0.125,0.0,0.15216446768991498,True,False,False,True,False,False,False,False,True,1
276,0.5601910027645137,0.0,0.0,0.015126992566498259,False,False,True,True,False,False,False,False,True,0
277,0.36792055349407915,0.0,0.0,0.0,False,True,False,False,True,False,False,False,True,0
278,0.08268409148027142,0.5,0.16666666666666666,0.05684821399990475,False,False,True,False,True,False,False,True,False,0
279,0.4345312892686604,0.125,0.16666666666666666,0.03952536767375352,False,False,True,True,False,False,False,False,True,1
280,0.8115104297562202,0.0,0.0,0.015126992566498259,False,False,True,False,True,False,False,True,False,0
